source_id,source_type,title,url,published_at,verified_at,expires_at,applies_to,confidence,notes
hotel-taiyuan-wyndham,commercial,太原温德姆酒店山西博物院店,https://hotels.ctrip.com/hotels/117311500.html,,2026-08-01,2026-08-02,太原住宿,medium,登录后查询8月17至19日2间房：商务大床无早每间夜约574元；含早约622元；8月14日18:00前可免费取消；双床仅剩高价家庭套房
hotel-pingyao-wenhua,commercial,又见平遥又见文华大酒店,https://hotels.ctrip.com/hotels/8869409.html,,2026-08-01,2026-08-02,平遥住宿,medium,登录后查询8月19至21日2间房：罗汉家庭套房每间夜约729元且含3份早餐；入住当天18:00前可免费取消；仅剩3间；普通双床未显示库存
hotel-pingyao-xing,commercial,平遥行会馆古城南门店,https://hotels.ctrip.com/hotels/744459.html,,2026-07-31,2026-08-07,平遥住宿备选,medium,古院落氛围及接送评价较好；老宅房型可能存在气味和卫浴差异
hotel-jixian-jizhou,commercial,吉县吉州宾馆,https://hotels.ctrip.com/hotels/480783.html,,2026-08-01,2026-08-02,吉县住宿,medium,查询8月21至23日2间房时页面未显示任何可订房型；不能据此断言永久售罄；近期评价仍认可县城位置和房间条件
hotel-jixian-hanting,commercial,汉庭酒店吉县瀑布店,https://hotels.ctrip.com/hotels/83968561.html,,2026-08-01,2026-08-02,吉县住宿备选,medium,查询8月21至23日2间房：高级双床无早每间夜约339元；商务双床含早约379元；8月20日23:00前可免费取消；价格以结算页为准
social-xuankong-queue,community,悬空寺登临票游客问答与排队经验,https://you.ctrip.com/asks/3026/16392630.html,2026-06-02,2026-07-31,2026-08-10,悬空寺现场策略,low,游客称线上票紧张且现场票需很早排队；个体经验仅用于判断不值得全家凌晨抢票
social-xuankong-visitor,community,悬空寺近期游客评价,https://you.ctrip.com/sight/hunyuan3026/15960.html,,2026-07-31,2026-08-10,悬空寺现场策略,low,2026年6月游客记录凌晨早起排队；与官方限量规则方向一致但不作为票务规则来源
social-pingyao-cart,community,平遥古城近期游客评价与步行提示,https://you.ctrip.com/sight/pingyaocounty365/16561.html,,2026-07-31,2026-08-10,平遥步行与交通,low,游客反映古城石板路拖箱不便且电瓶车在窄街速度可能较快；用于提醒靠边步行并选择城外酒店
social-hukou-summer,community,壶口瀑布近期游客评价与暑期体验,https://you.ctrip.com/sight/jicounty3038/11393.html,,2026-07-31,2026-08-10,壶口暑期现场,low,2026年6至7月游客反映日晒强和游客中心餐饮有限；另有龙洞施工说法未获官方确认不纳入硬安排
hukou-summer-flood-2026,official,新华社：黄河壶口瀑布迎来夏汛,https://www.xinhuanet.com/politics/20260710/4f5725301c02413ca95e05b47d6430ed/c.html,2026-07-10,2026-08-01,2026-08-20,壶口水情与开放状态,high,报道时流量超过每秒1800立方米且景区正常接待游客；不代表8月22日必然开放
shanxi-flood-risk-2026,official,山西进入七下八上防汛关键期地质灾害风险提示,https://www.dt.gov.cn/dtszf/sxyw/202607/560c54242b234119ad855f8c490221d8.shtml,2026-07-21,2026-08-01,2026-08-20,山西汛期道路与地质灾害风险,high,官方提示强降雨和地质灾害风险上升；壶口及平遥至吉县路段保留T-3与T-1动态复核
fx-usd-cny-planning,official,人民币折算依据：中国银行外汇牌价,https://www.boc.cn/sourcedb/whpj/,2026-07-28,2026-08-01,,外币票价统一折算,high,最近可核验的中行折算价为100美元约679.28元人民币；项目为便于比较统一取每1美元约6.80元人民币并四舍五入到十元
