source_id,source_type,title,url,published_at,verified_at,expires_at,applies_to,confidence,notes
food-yuncheng-airport-cafe-20260812,commercial,携程运城机场茶餐厅,https://gs.ctrip.com/html5/you/foods/fooddetail/397/22855763.html,,2026-08-12,2026-08-24,D8晚餐,medium,用户反馈有米饭面食和小吃且距机场站约167米；仅作酒店餐厅停餐后的步行保底
yuncheng-local-hubu-official-20260812,official,运城市人民政府北相羊肉胡卜介绍,https://www.yuncheng.gov.cn/doc/2020/07/21/70840.shtml,2024-07-15,2026-08-12,2026-08-24,D8运城地方美食,high,官方将北相羊肉胡卜列为有百余年历史的盐湖区代表小吃；用于选菜不用于证明机场片区某门店营业
yuncheng-local-paomo-official-20260812,official,运城市人民政府盐湖区羊肉泡馍介绍,https://www.yuncheng.gov.cn/doc/2020/07/21/70823.shtml,2024-07-15,2026-08-12,2026-08-24,D8运城地方美食,high,官方介绍盐湖区羊肉泡并列出城区代表店；因距离机场还车点较远只作菜品与口碑参考不安排绕行
yuncheng-hubu-review-20260812,commercial,携程张氏北相羊肉胡卜游客评价,https://tw.trip.com/restaurant/china/yuncheng/detail/restaurant-16160217/,,2026-08-12,2026-08-24,D8运城地方美食,medium,游客反馈小店生意较好且小碗适合尝鲜；具体门店不在机场主线故不列为必去
user-hotel-taiyuan-yilan-booked-20260810,user,用户确认颐兰酒店太原晋祠公园向曦门店已订,https://uri.amap.com/search?keyword=颐兰酒店太原晋祠公园向曦门店&city=太原,,2026-08-11,,D5-D6太原住宿,high,用户确认8月19日至20日大床房1晚285元无早餐；不记录订单号或支付凭证；D6以实时导航核对酒店至晋祠入口
user-hotel-pingyao-biechudujia-booked-20260810,user,用户确认平遥在别处度假客栈明清街县衙店已订,https://uri.amap.com/search?keyword=平遥在别处度假客栈明清街县衙店&city=晋中,,2026-08-11,,D6-D7平遥住宿,high,用户确认8月20日至21日大床房1晚242元含早餐；古城内停车及行李进店以客栈当日指引为准；不记录订单号或支付凭证
user-hotel-jixian-zhaoshi-booked-20260810,user,用户确认吉县赵氏私房菜酒店黄河壶口风景区店已订,https://uri.amap.com/search?keyword=吉县赵氏私房菜酒店黄河壶口风景区店&city=临汾,,2026-08-10,,D7-D8壶口住宿,high,用户确认8月21日至22日住1晚160元；D8从景区附近早场出发；不记录订单号、房型或支付凭证
user-rental-ev-booked-20260810,user,用户确认大同取运城还日产N7 58kWh已订,https://uri.amap.com/search?keyword=神州租车大同古城服务点&city=大同,,2026-08-12,,D2-D8电动车租赁,high,用户确认8月16日至22日租赁日产N7 58kWh电动车总价1524元；D2 19:00大同古城取车且D8 19:00运城机场还车；续航和充电权益以订单与提车页为准
user-flight-cz5266-paid-20260810,user,用户确认CZ5266运城至广州3人实付总价,https://flights.ctrip.com/international/Schedule/YCU-CAN.html,,2026-08-10,,D9返程航班费用,high,用户确认CZ5266三人总价1780元；不记录票号、订单号或支付凭证；航班时刻和航站楼仍以票面与航司通知为准
user-hotel-datong-shangkeyou-booked-20260810,user,用户确认尚客优精选山西大同云冈区吾悦广场店已订,https://uri.amap.com/search?keyword=尚客优精选山西大同云冈区吾悦广场店&city=大同,,2026-08-11,,D1-D3大同住宿与接驳,high,用户确认8月15日至17日大床房2晚共630元含早；不记录订单号或支付凭证；精确进出车路线T-1按实时导航复核
user-hotel-daixian-xinwuxin-booked-20260810,user,用户确认代县鑫五鑫精品酒店已订,https://uri.amap.com/search?keyword=代县鑫五鑫精品酒店&city=忻州,,2026-08-10,,D3-D4代县住宿与进山,high,用户确认8月17日至18日住1晚220元；不记录订单号、房型或支付凭证；D4按代县向北门方向进山，T-1按实时导航复核
route-local-amap,commercial,高德地图本地接驳路线规划,https://ditu.amap.com/,,2026-08-01,2026-08-14,T01/T11/T12/T13/T22本地接驳,medium,各段使用高德导航落点；当前时间和费用为规划估值；出发前一天按实时路况刷新
user-can-t3-transfer-20260809,user,用户确认8月15日东莞预约送机至白云机场T3,https://uri.amap.com/search?keyword=广州白云国际机场T3航站楼&city=广州,,2026-08-09,,D1东莞至白云机场T3,high,用户确认06:00出发约07:10到达且送机费用192元；不记录住址或送机订单信息
user-shenzhou-datong-ancientcity-20260809,user,用户确认神州租车大同古城服务点取车,https://uri.amap.com/search?keyword=神州租车大同古城服务点&city=大同,,2026-08-12,,D2大同租车取车,high,用户指定D2古城晚餐后于该服务点19:00取车；不记录租车订单号或取车凭证
rail-presale-current,official,铁路12306当前预售期查询,https://mobile.12306.cn/weixin/wxcore/ysqcx,,2026-08-01,,历史高铁预售比较,high,8月1日页面显示互联网和车站渠道售至8月15日；当前方案已改租车自驾，仅留版本追踪，不作为当前票务事实
flight-szx-dat-0815,commercial,8月1日深圳至大同航班历史快照,https://www.trip.com/flights/showfarefirst?dcity=szx&acity=dat&ddate=2026-08-15&triptype=ow&class=y&quantity=3&childqty=1,,2026-08-01,,D1原主航班历史比较,medium,只用于版本追踪；东海航空10:05至13:20直飞和4人约8160元均不是当前报价
flight-szx-dat-0816,commercial,8月1日深圳至大同晚一天航班历史快照,https://www.trip.com/flights/showfarefirst?dcity=szx&acity=dat&ddate=2026-08-16&triptype=ow&class=y&quantity=3&childqty=1,,2026-08-01,,晚一天出发历史比较,medium,只用于版本追踪；09:50至15:10经停郑州和4人约5110元均不是当前报价
flight-can-dat-0815,commercial,8月2日广州至大同航班历史快照,https://www.trip.com/chinaflights/ShowFareFirst?dcity=can&acity=dat&ddate=2026-08-15&triptype=ow&class=y&quantity=2&childqty=1&curr=CNY,,2026-08-02,,D1主航班历史时刻与预算占位,medium,MU6733广州06:40武汉经停11:55大同及三人3622元来自8月2日；8月5日航班页连接失败，不能作为当前报价，支付页必须重查
flight-szx-tyn-0815,commercial,8月1日深圳至太原航班历史快照,https://www.trip.com/flights/showfarefirst?dcity=szx&acity=tyn&ddate=2026-08-15&triptype=ow&class=y&quantity=3&childqty=1,,2026-08-01,,太原进历史比较,medium,只用于版本追踪；11:50至14:55和4人约5240元均不是当前报价
flight-ycu-szx-0823,commercial,8月1日运城至深圳航班历史快照,https://www.trip.com/flights/showfarefirst?dcity=ycu&acity=szx&ddate=2026-08-23&triptype=ow&class=y&quantity=3&childqty=1,,2026-08-01,,D9主航班历史时刻与预算占位,medium,12:10至14:55直飞和旧金额均不是当前报价；用户支付前必须重新查询
flight-ycu-szx-0822,commercial,8月1日提前返程航班历史快照,https://www.trip.com/flights/showfarefirst?dcity=ycu&acity=szx&ddate=2026-08-22&triptype=ow&class=y&quantity=3&childqty=1,,2026-08-01,,提前返程历史比较,medium,只用于版本追踪；旧时刻和金额均不是当前报价
yungang-2026,official,云冈石窟景区预约周期延长至15日,https://www.dt.gov.cn/dtszf/bmdt/202604/87ae16347ecf462488743c37ee9c06f0.shtml,2026-04-19,2026-07-31,2026-08-15,云冈预约,high,60岁以上政策性免票人群同样需要实名预约
xuankong-ticket,official,悬空寺景区登临票预约规则,https://www.byhs.net.cn/culture_detial/204.html,2026-03-15,2026-07-31,2026-08-16,悬空寺登临,high,自2026年4月1日起每日登临票2475张；线上1200张线下1275张；每天07:20至21:00可订7日内；70岁以上或身体不宜登高者不建议登临
shanxi-museum,official,山西博物院首页及参观预约说明,https://shanximuseum.com.cn/sx/index/index.html,,2026-07-31,2026-08-14,山西博物院预约,high,提前3日实名预约；每个预约单最多3人；周一通常闭馆
pingyao-official,commercial,平遥古城景区官网,https://pingyao888.cn/,,2026-08-13,2026-08-23,平遥古城与双林寺,medium,8月13日复核官网仍可访问但结构化开放时刻不可稳定读取；D7按现场检票时间执行，正式入园前再看公告和票页
xhs-yingxian-current-20260812,community,小红书：8月12日应县木塔实游与北部山路天气,https://www.xiaohongshu.com/explore/6a7c4615000000002403e2e8,2026-08-12,2026-08-13,2026-08-24,D3应县木塔与D4北部山路,medium,账号lqq1204；全文及公开评论显示西停车场当次顺畅、木塔仅首层开放且拍照位略排队；五台山至应县方向雨雾山路约17度且弯道多，仅用于停车衣着和雨雾驾驶提示
hukou-official,official,山西黄河壶口瀑布旅游区开放信息,https://en.hukouwaterfall.com/column/85/,,2026-07-31,2026-08-20,壶口瀑布,medium,4月至10月为旺季；开放范围受水情和安全管理影响
datong-city,official,大同古城与云冈暑期文旅信息,https://www.dt.gov.cn/dt12345/rxdt1/202605/b1c6865c8c614f9e9b182e37c07242ee.shtml,2026-05-08,2026-07-31,2026-08-14,大同古城活动,medium,用于古城慢游背景；具体寺庙开放时间另行复核
jin-temple,official,晋祠博物馆官方网站,https://www.jinci.com/,,2026-07-31,2026-08-14,晋祠,medium,路线确认后复核暑期开放时间门票和优待政策
wang-courtyard,commercial,王家大院2026门票信息汇总,https://jz.bendibao.com/tour/jingdianbao/,,2026-07-31,2026-08-14,王家大院,medium,仅作路线评审；预订级定稿需替换为景区官方来源
route-north-south,commercial,山西北中南成熟路线参考,https://daoyou.wutaishanlvyou.com/1780204605125151.html,,2026-07-31,2026-08-14,D3北向南自驾串联,medium,用于验证悬空寺应县木塔太原的常见串联逻辑；具体道路和车程需出发前用实时导航复核
route-pingyao-hukou,commercial,平遥王家大院壶口成熟路线参考,https://www.uhutrip.com/showtccg.asp?ID=1383,,2026-07-31,2026-08-14,D7南向转场,medium,用于验证平遥经王家大院至壶口的常见串联逻辑
route-hukou-ycu,commercial,壶口至运城约200公里车程参考,https://www.0755cts.com/expired/domestic/xian/0131595R018.html,,2026-07-31,2026-08-20,D8壶口直达运城,medium,旅行社线路记录运城至吉县约200公里约3.5小时；本计划从壶口游客中心直达并额外计入景交离场和服务区午餐，按5小时安排；T-1以实时导航复核
yingxian-ctrip,commercial,应县木塔开放与参观信息,https://you.ctrip.com/sight/yingcounty3006/74400.html,,2026-07-31,2026-08-16,应县木塔,medium,页面显示暑期08:00至18:00且17:45停止入园；目前只开放一层参观并不允许登塔；下单前以景区公告为准
jinci-hours-2026,commercial,晋祠博物馆2026年旺季开放时间公告转载,https://cj.sina.com.cn/articles/view/5812119316/15a6de71402001eu2a?froms=ggmp,2026-03-31,2026-07-31,2026-08-17,晋祠开放时间,medium,转载信息称4月1日起08:30至17:30开放且17:00停止入馆；出发前用晋祠官网再次复核
hotel-datong-youqing,commercial,8月1日大同宥庆酒店历史快照,https://hotels.ctrip.com/hotels/134295018.html,,2026-08-01,,大同住宿历史比较,medium,原2间房价格只用于版本追踪；当前为1间房口径且不使用旧价
hotel-datong-gaodu,commercial,高渡精品酒店大同古城华严寺店,https://hotels.ctrip.com/hotels/65049760.html,,2026-07-31,,大同住宿历史备选,medium,历史住宿比较；古城位置方便且评价量较多，部分近期评价提到隔音一般；不作为当前房价或库存依据
hotel-taiyuan-wyndham,commercial,8月1日太原温德姆历史快照,https://hotels.ctrip.com/hotels/117311500.html,,2026-08-01,,太原住宿历史比较,medium,原2间房价格只用于版本追踪；当前不使用旧价
hotel-pingyao-wenhua,commercial,8月1日又见平遥又见文华历史快照,https://hotels.ctrip.com/hotels/8869409.html,,2026-08-01,,平遥住宿历史比较,medium,原2间房价格只用于版本追踪；当前不使用旧价
hotel-pingyao-xing,commercial,平遥行会馆古城南门店,https://hotels.ctrip.com/hotels/744459.html,,2026-07-31,,平遥住宿历史备选,medium,历史住宿比较；古院落氛围及接送评价较好，老宅房型可能存在气味和卫浴差异；不作为当前房价或库存依据
hotel-jixian-jizhou,commercial,8月1日吉县吉州宾馆历史库存检查,https://hotels.ctrip.com/hotels/480783.html,,2026-08-01,,吉县住宿历史比较,medium,原2间房查询未显示库存；当前不作为住宿主选，餐厅营业另须T-1确认
hotel-jixian-hanting,commercial,汉庭酒店吉县瀑布店,https://hotels.ctrip.com/hotels/83968561.html,,2026-08-02,2026-08-20,吉县1间家庭房,medium,近期携程住客记录豪华家庭房为两室两卫且一家三口入住宽裕；页面显示停车方便；指定日期家庭房库存价格和退改须结算页确认
hotel-datong-wanxin,commercial,万信至格酒店大同百盛明堂公园店,https://hotels.ctrip.com/hotels/128739610.html,,2026-08-02,2026-08-14,大同1间家庭房,medium,8月2日公开页显示家庭房亲子特色和免费私人停车；住客记录隔开式亲子房带1.5米帐篷床；指定日期库存价格须结算页确认
hotel-taiyuan-echarm-plus,commercial,太原千峰南路山西博物院宜尚PLUS酒店,https://hotels.ctrip.com/hotels/132007384.html,,2026-08-02,2026-08-14,太原1间大床房,medium,8月2日公开页在1间2成人1儿童条件下显示儿童免费入住和免费私人停车；未确认独立家庭房与指定日期大床房3人入住资格
hotel-pingyao-moshang,commercial,平遥陌上轻奢酒店平遥古城站店,https://hotels.ctrip.com/hotels/118997771.html,,2026-08-02,2026-08-18,平遥1间亲子房,medium,近期携程住客记录亲子房空间大且有儿童帐篷；页面说明15岁及以下儿童使用现有床铺免费并显示停车方便；指定日期库存价格须结算页确认
hotel-taiyuan-kaman-family,commercial,卡曼·观博设计师酒店,https://hotels.ctrip.com/hotels/128126988.html,,2026-08-02,2026-08-14,太原亲子房备选,medium,携程公开页可见亲子房标签且位置靠近山西博物院片区；指定日期1间2成人1儿童的库存价格床型停车和退改须结算页确认
hotel-pingyao-xinhui,commercial,8月1日平遥新会馆历史快照,https://hotels.ctrip.com/hotels/39282342.html,,2026-08-01,,平遥住宿历史比较,medium,原2间房价格只用于版本追踪；当前不使用旧价
social-xuankong-queue,community,悬空寺登临票游客问答与排队经验,https://you.ctrip.com/asks/3026/16392630.html,2026-06-02,2026-08-11,2026-08-16,悬空寺现场策略,low,8月11日复核可读5条回答：线上预约仍被多名游客认为紧张，另有游客建议7:20蹲票、无票才早到现场；个体经验仅用于维持“不为全家凌晨排现场票”的取舍，票务规则仍以官方为准
social-xuankong-visitor,community,恒山与悬空寺联游近期游客评价,https://you.ctrip.com/sight/hunyuan3026/15960.html,,2026-08-11,2026-08-16,悬空寺现场策略,low,8月11日复核页面可见2026年7月25日游客记录：未抢到登临票后4时起床、7:30排到票；支持悬空寺登临不作为硬任务，官方限量与开放规则另行复核
social-pingyao-cart,community,平遥古城游客评价与步行提示,https://you.ctrip.com/sight/pingyaocounty365/16561.html,,2026-08-11,2026-08-20,平遥步行与交通,low,8月11日复核页面仍可见游客提示：古城青石板路狭窄曲折，电瓶车在小巷穿梭较快；保留靠边步行、行李由客栈指引转运的规则，不把个体评论当管理规定
social-hukou-summer,community,壶口瀑布近期游客评价与暑期体验,https://you.ctrip.com/sight/jicounty3038/11393.html,,2026-08-11,2026-08-21,壶口暑期现场,low,8月11日复核页面可见2026年8月3日及7月多条游客评价：夏季日晒强，应防晒补水；不再把未复核的游客中心餐饮或龙洞施工说法纳入安排，开放仍以官方当天公告为准
hukou-summer-flood-2026,official,新华社：黄河壶口瀑布迎来夏汛,https://www.xinhuanet.com/politics/20260710/4f5725301c02413ca95e05b47d6430ed/c.html,2026-07-10,2026-08-01,2026-08-20,壶口水情与开放状态,high,报道时流量超过每秒1800立方米且景区正常接待游客；不代表8月22日必然开放
shanxi-flood-risk-2026,official,山西进入七下八上防汛关键期地质灾害风险提示,https://www.dt.gov.cn/dtszf/sxyw/202607/560c54242b234119ad855f8c490221d8.shtml,2026-07-21,2026-08-01,2026-08-20,山西汛期道路与地质灾害风险,high,官方提示强降雨和地质灾害风险上升；壶口及平遥至吉县路段保留T-3与T-1动态复核
fx-usd-cny-planning,official,人民币折算依据：中国银行外汇牌价,https://www.boc.cn/sourcedb/whpj/,2026-07-28,2026-08-01,,外币票价统一折算,high,最近可核验的中行折算价为100美元约679.28元人民币；项目为便于比较统一取每1美元约6.80元人民币并四舍五入到十元
food-datong-list,commercial,Trip.com大同餐厅榜单2026年7月,https://www.trip.com/restaurant/datong-275/3/,,2026-08-01,2026-08-14,大同餐厅营业线索,medium,榜单显示凯鸽操场城店和紫泥369南环店等仍在营业；营业时间和等位在T-1电话或地图复核
food-datong-longjuxiang,commercial,龙聚祥烧麦馆大同鼓楼店,https://www.trip.com/restaurant/china/datong/detail/city-33617894/,,2026-08-01,2026-08-14,D1晚餐,medium,用于餐厅位置和代表烧麦线索；具体营业时间与不辣要求当天确认
food-datong-fenglinge-current-20260812,commercial,携程凤临阁大同古城门店近期页面,https://gs.ctrip.com/html5/you/foods/Datong275/8639.html,,2026-08-12,2026-08-24,D2古城晚餐,medium,页面标注山西菜且距鼓楼约469米并集中推荐三鲜百花烧麦；游客认可烧麦黄米糕环境与服务但热门时可能排队；仅在30分钟内可出齐时使用
food-datong-kaige,commercial,凯鸽酒楼大同操场城店,https://my.trip.com/restaurant/china/datong/detail/kaige-restaurant-10562353/,,2026-08-01,2026-08-14,D2午餐,medium,页面显示操场城西街22号和17:00至21:30晚市；午市与订座需T-1复核
food-yingxian-xiaoxifu,commercial,应县小媳妇凉粉应元街店,https://gs.ctrip.com/html5/you/foods/fooddetail/3006/8971.html,,2026-08-01,2026-08-16,D3午餐,medium,塔前街近木塔入口；页面显示09:00营业和人均约12元；凉粉辣椒蒜泥分开
food-taiyuan-qingheyuan,commercial,Trip.com清和元旧商户聚合页,https://www.trip.com/restaurant/china/taiyuan/detail/restaurant-61277153/,,2026-08-02,2026-08-14,历史记录不执行,low,旧页面把千峰南路81号标为清和元；与当前大众点评并州饭店信息冲突；已由dp-bingzhou-qianfeng-current替代并要求T-1电话确认
food-taiyuan-linxiangzhai,commercial,林香斋千峰南路店,https://tw.trip.com/restaurant/china/taiyuan/detail/lin-xaing-zhai-restaurant-57339787/,,2026-08-01,2026-08-14,D3晚餐与D4午餐备选,medium,千峰南路111号；页面显示11:00营业并有无障碍空间和儿童餐椅；菜品可要求不辣
food-taiyuan-shanxipai,commercial,高德地图山西派千峰南路店,https://map.gaode.com/place/B0IDOAU50P,,2026-08-01,2026-08-14,D4午餐,medium,位于千峰南路与旧晋祠路交叉口东北角；地图近期仍列为中餐厅；营业时间和订座T-1复核
food-taiyuan-binhewei,commercial,滨河味道南内环店,https://tw.trip.com/restaurant/china/taiyuan/detail/ping-river-taste-11607109,,2026-08-01,2026-08-14,D4晚餐,medium,南内环街97号；页面显示11:00营业；近期页面评价量较多且有儿童餐椅
food-pingyao-hongwuji,commercial,洪武记饭店平遥古城南大街店,https://tw.trip.com/restaurant/china/pingyao-county/detail/hong-wu-ji-hotel-78637371/,,2026-08-01,2026-08-14,D6午餐,medium,南大街84号；页面显示10:30营业并有儿童餐椅和无障碍空间；有游客记录可做不辣版本
food-pingyao-tianyuankui,commercial,天元奎餐厅平遥古城南街店,https://jp.trip.com/restaurant/china/pingyao-county/detail/tianyuankui-10562392/,,2026-08-01,2026-08-14,D5晚餐,medium,南街73号；用于地址和代表平遥牛肉线索；营业时间T-1复核
food-pingyao-list,commercial,Trip.com平遥餐厅榜单2026年7月,https://www.trip.com/restaurant/Pingyao-365/,,2026-08-01,2026-08-14,平遥餐厅备选,medium,榜单显示人在北方菜馆和胡记碗秃等近期仍有营业信息；当天以地图和电话为准
food-wangjia-list,commercial,Trip.com灵石餐厅榜单2026年,https://www.trip.com/restaurant/lingshi-3011/,,2026-08-01,2026-08-14,D7王家大院午餐,medium,榜单包含王家味道王家大院店和崇宁堡温泉酒店餐厅；选王家味道以减少转场
food-jixian-jizhou,commercial,吉州宾馆及二楼餐厅近期住客线索,https://hotels.ctrip.com/hotels/480783.html,,2026-08-01,2026-08-20,吉县县城用餐,low,住客评价提到二楼餐厅和早餐；并非餐厅正式营业公告；T-1由汉庭前台或电话确认是否接待非住客
attraction-datong-ancient,official,大同古城历史与棋盘式格局,https://www.dt.gov.cn/english/placestovisit/202501/7016d8d1ad904f0bbca71a7d6ec9a01c.shtml,2026-03-25,2026-08-01,,大同古城与鼓楼背景,high,大同市政府介绍明洪武五年在历代旧城基础上增筑以及棋盘式街道格局
attraction-yungang-unesco,official,UNESCO云冈石窟世界遗产说明,https://whc.unesco.org/en/list/1039/,,2026-08-01,,云冈石窟背景,high,252个洞窟和约51000尊造像；代表公元5至6世纪中国佛教石窟艺术
attraction-datong-huayan,official,大同市政府华严寺介绍,https://www.dt.gov.cn/english/placestovisit/202501/ed041cbc2944459891140a2e12429c7d.shtml,2025-01-01,2026-08-01,,华严寺背景,high,用于大雄宝殿、薄伽教藏殿和辽代彩塑背景
attraction-datong-shanhua,official,平城区政府善化寺介绍,https://www.pingcheng.gov.cn/pcqrmzfz/sqglcyjj/202009/914428d5ff3544d5b089166caa96ffd7.shtml,2020-09-01,2026-08-01,,善化寺背景,high,天王殿山门三圣殿大雄宝殿普贤阁为辽金建筑遗存
attraction-xuankong-background,official,人民日报海外版悬空寺建筑介绍,https://paper.people.com.cn/rmrbhwb/page/2013-12/17/08/hwblytdc17c.pdf,2013-12-17,2026-08-01,,悬空寺背景,high,介绍传统创建年代与依崖架构的建筑特征；现存构件经历后世维修
attraction-yingxian-background,official,中国数字科技馆应县木塔科普,https://www.cdstm.cn/museum/zphc/hxzg2017x/art/2017/art_47e4f5a92fd24944b0757e46969df732.html,2017-01-01,2026-08-01,,应县木塔背景,high,建于1056年；八角形外观五层夹四层暗层；通高67.31米
attraction-jinci-background,official,晋祠古建筑与三绝三宝介绍,https://scjg.hebei.gov.cn/info/111090,,2026-08-01,,晋祠背景,medium,用于圣母殿鱼沼飞梁难老泉与古树亮点；开放规则仍以晋祠官网为准
attraction-pingyao-unesco,official,UNESCO平遥古城世界遗产说明,https://whc.unesco.org/en/list/812/,,2026-08-01,,平遥古城与双林寺背景,high,遗产由古城及双林寺镇国寺组成；保存14至20世纪汉族城市特征
attraction-pingyao-sites,official,平遥古城景点与日升昌文庙介绍,https://www.eco.gov.cn/news_info/40332.html,,2026-08-01,,平遥城墙县衙日升昌文庙城隍庙背景,medium,补充古城内代表性衙署票号和礼制建筑背景；开放点仍以景区当日公告为准
attraction-wang-cctv,official,央视王家大院高家崖红门堡介绍,https://www.cctv.com/geography/special/C15699/20060516/102177.shtml,2006-05-16,2026-08-01,,王家大院背景,high,开放区域以高家崖红门堡和宗祠为核心；重点观察院落等级秩序与三雕
attraction-hukou-geology,official,国家林草局壶口瀑布地貌介绍,https://www.forestry.gov.cn/c/www/dfdt/557042.jhtml,,2026-08-01,,壶口瀑布背景,high,黄河河面由数百米收束至约50米后跌入石槽形成壶口景观
shuanglin-repair-official,official,平遥双林寺千佛殿壁画彩塑保护修缮工程结果公告,https://www.ccgp.gov.cn/cggg/dfgg/zbgg/202602/t20260210_26168070.htm,2026-02-10,2026-08-01,2026-08-14,D5双林寺修缮,high,中国政府采购网确认保护修缮项目及24个月工期；具体参观范围继续以寺院现场公告为准
shuanglin-repair-news,official,光明网：平遥双林寺与镇国寺启动文物保护修缮,https://culture.gmw.cn/2026-07/13/content_38881834.htm?source=msn,2026-07-13,2026-08-01,2026-08-14,D5双林寺开放范围,high,报道双林寺千佛殿自7月12日起分段半封闭施工至2028年8月31日且其他殿宇正常开放
xhs-yungang-route-20260714,community,小红书：云冈石窟高效游览路线与暑期人流,https://www.xiaohongshu.com/explore/6a561e4900000000070222f8,2026-07-14,2026-08-01,2026-08-14,D2云冈顺序,medium,账号竹子不卷了；2026年7月9日实到；用于核心窟先后与早场人流经验；开放状态仍查官方
xhs-datong-family-20260715,community,小红书：2026暑假亲子游大同篇,https://www.xiaohongshu.com/explore/6a575e%3610000000011010770,2026-07-15,2026-08-01,2026-08-14,D2至D3亲子人流,medium,账号yoyo；亲子实录显示云冈下午外部不排队但窟内拥挤；悬空寺排队细节不替代官方规则
xhs-xuankong-afternoon-20260724,community,小红书：悬空寺下午场登临排队实录,https://www.xiaohongshu.com/explore/6a62e335000000001d0225c9,2026-07-24,2026-08-01,2026-08-14,D3悬空寺止损,medium,账号哇哈哈哈呀哇哈哈哈；用于说明现场补票与登临排队耗时；具体票额只采用官方公告
xhs-yingxian-xuankong-20260724,community,小红书：悬空寺与应县木塔暑期实录,https://www.xiaohongshu.com/explore/6a636feb000000001c00f22d,2026-07-24,2026-08-01,2026-08-14,D3景交与木塔时长,medium,账号骑驴转山跑；实录提醒悬空寺不坐景交需暴晒步行且木塔以首层和外观为主
xhs-elder-kids-20260729,community,小红书：一位老人两名儿童山西六天实录,https://www.xiaohongshu.com/explore/6a695db3000000001101ec77,2026-07-29,2026-08-01,2026-08-14,D4家庭体力,medium,账号玥宁知福；用于博物院重点展和晋祠接驳的家庭体验；非官方讲解评价仅作个体经验
xhs-jinci-route-20260726,community,小红书：晋祠半日少走路路线,https://www.xiaohongshu.com/explore/6a65cf06000000000401e0be,2026-07-26,2026-08-01,2026-08-14,D4晋祠顺序,low,账号dengdeng小花园；只采用先核心区和景区餐饮有限的经验；商业讲解与票价信息未采用
